url,route_family,city,theme,action,redirect_target,expected_target_status,sitemap_section,recommended_final_action
/luxury-travel-in-strasbourg,themed-list,strasbourg,luxury,redirect,/luxury-hotels-in-strasbourg,200,(removed from sitemap: 308),redirect (shipped)
/how-many-days-in-strasbourg,themed-list,strasbourg,how-many-days,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/strasbourg-for-solo-female-travelers,themed-list,strasbourg,solo-female,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/strasbourg-bucket-list,themed-list,strasbourg,bucket-list,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/private-tours-in-strasbourg,themed-list,strasbourg,private-tours,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/walking-tours-in-strasbourg,themed-list,strasbourg,walking-tours,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/things-to-do-in-antwerp,things-to-do,antwerp,,redirect,/top-attractions-in-antwerp,200,(removed from sitemap: 308),redirect (shipped)
/best-family-activities-in-antwerp,themed-list,antwerp,family,redirect,/family-hotels-in-antwerp,200,(removed from sitemap: 308),redirect (shipped)
/best-food-tours-in-antwerp,themed-list,antwerp,food,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/day-trips-from-antwerp,themed-list,antwerp,day-trips,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/honeymoon-in-antwerp,themed-list,antwerp,honeymoon,redirect,/luxury-hotels-in-antwerp,200,(removed from sitemap: 308),redirect (shipped)
/solo-travel-in-antwerp,themed-list,antwerp,solo-travel,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/girls-trip-in-antwerp,themed-list,antwerp,girls-trip,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/rainy-day-in-antwerp,themed-list,antwerp,rainy-day,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/night-in-antwerp,themed-list,antwerp,night,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/spring-in-antwerp,themed-list,antwerp,spring,redirect,/best-time-to-visit-antwerp,200,(removed from sitemap: 308),redirect (shipped)
/summer-in-antwerp,themed-list,antwerp,summer,redirect,/best-time-to-visit-antwerp,200,(removed from sitemap: 308),redirect (shipped)
/fall-in-antwerp,themed-list,antwerp,fall,redirect,/best-time-to-visit-antwerp,200,(removed from sitemap: 308),redirect (shipped)
/winter-in-antwerp,themed-list,antwerp,winter,redirect,/best-time-to-visit-antwerp,200,(removed from sitemap: 308),redirect (shipped)
/antwerp-with-kids,themed-list,antwerp,with-kids,redirect,/family-hotels-in-antwerp,200,(removed from sitemap: 308),redirect (shipped)
/antwerp-with-teens,themed-list,antwerp,with-teens,redirect,/family-hotels-in-antwerp,200,(removed from sitemap: 308),redirect (shipped)
/antwerp-airport-guide,themed-list,antwerp,airport-guide,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/antwerp-budget-per-day,themed-list,antwerp,budget-per-day,redirect,/cheap-hotels-in-antwerp,200,(removed from sitemap: 308),redirect (shipped)
/bachelor-party-in-antwerp,themed-list,antwerp,bachelor-party,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/bachelorette-party-in-antwerp,themed-list,antwerp,bachelorette-party,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/weekend-in-antwerp,weekend,antwerp,,redirect,/destinations/antwerp,200,(removed from sitemap: 308),redirect (shipped)
/antwerp-2-day-itinerary,itinerary,antwerp,,redirect,/destinations/antwerp,200,(removed from sitemap: 308),redirect (shipped)
/antwerp-3-day-itinerary,itinerary,antwerp,,redirect,/destinations/antwerp,200,(removed from sitemap: 308),redirect (shipped)
/antwerp-4-day-itinerary,itinerary,antwerp,,redirect,/destinations/antwerp,200,(removed from sitemap: 308),redirect (shipped)
/antwerp-5-day-itinerary,itinerary,antwerp,,redirect,/destinations/antwerp,200,(removed from sitemap: 308),redirect (shipped)
/antwerp-7-day-itinerary,itinerary,antwerp,,redirect,/destinations/antwerp,200,(removed from sitemap: 308),redirect (shipped)
/first-time-in-antwerp,themed-list,antwerp,first-timer,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/is-antwerp-worth-visiting,themed-list,antwerp,worth-visiting,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/hidden-gems-in-antwerp,themed-list,antwerp,hidden-gems,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/most-instagrammable-places-in-antwerp,themed-list,antwerp,instagram,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/luxury-travel-in-antwerp,themed-list,antwerp,luxury,redirect,/luxury-hotels-in-antwerp,200,(removed from sitemap: 308),redirect (shipped)
/how-many-days-in-antwerp,themed-list,antwerp,how-many-days,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/antwerp-for-solo-female-travelers,themed-list,antwerp,solo-female,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/antwerp-bucket-list,themed-list,antwerp,bucket-list,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/private-tours-in-antwerp,themed-list,antwerp,private-tours,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/walking-tours-in-antwerp,themed-list,antwerp,walking-tours,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/things-to-do-in-bergen,things-to-do,bergen,,redirect,/top-attractions-in-bergen,200,(removed from sitemap: 308),redirect (shipped)
/best-family-activities-in-bergen,themed-list,bergen,family,redirect,/family-hotels-in-bergen,200,(removed from sitemap: 308),redirect (shipped)
/best-food-tours-in-bergen,themed-list,bergen,food,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/day-trips-from-bergen,themed-list,bergen,day-trips,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/honeymoon-in-bergen,themed-list,bergen,honeymoon,redirect,/luxury-hotels-in-bergen,200,(removed from sitemap: 308),redirect (shipped)
/solo-travel-in-bergen,themed-list,bergen,solo-travel,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/girls-trip-in-bergen,themed-list,bergen,girls-trip,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/rainy-day-in-bergen,themed-list,bergen,rainy-day,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/night-in-bergen,themed-list,bergen,night,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/spring-in-bergen,themed-list,bergen,spring,redirect,/best-time-to-visit-bergen,200,(removed from sitemap: 308),redirect (shipped)
/summer-in-bergen,themed-list,bergen,summer,redirect,/best-time-to-visit-bergen,200,(removed from sitemap: 308),redirect (shipped)
/fall-in-bergen,themed-list,bergen,fall,redirect,/best-time-to-visit-bergen,200,(removed from sitemap: 308),redirect (shipped)
/winter-in-bergen,themed-list,bergen,winter,redirect,/best-time-to-visit-bergen,200,(removed from sitemap: 308),redirect (shipped)
/bergen-with-kids,themed-list,bergen,with-kids,redirect,/family-hotels-in-bergen,200,(removed from sitemap: 308),redirect (shipped)
/bergen-with-teens,themed-list,bergen,with-teens,redirect,/family-hotels-in-bergen,200,(removed from sitemap: 308),redirect (shipped)
/bergen-airport-guide,themed-list,bergen,airport-guide,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/bergen-budget-per-day,themed-list,bergen,budget-per-day,redirect,/cheap-hotels-in-bergen,200,(removed from sitemap: 308),redirect (shipped)
/bachelor-party-in-bergen,themed-list,bergen,bachelor-party,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/bachelorette-party-in-bergen,themed-list,bergen,bachelorette-party,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/weekend-in-bergen,weekend,bergen,,redirect,/destinations/bergen,200,(removed from sitemap: 308),redirect (shipped)
/bergen-2-day-itinerary,itinerary,bergen,,redirect,/destinations/bergen,200,(removed from sitemap: 308),redirect (shipped)
/bergen-3-day-itinerary,itinerary,bergen,,redirect,/destinations/bergen,200,(removed from sitemap: 308),redirect (shipped)
/bergen-4-day-itinerary,itinerary,bergen,,redirect,/destinations/bergen,200,(removed from sitemap: 308),redirect (shipped)
/bergen-5-day-itinerary,itinerary,bergen,,redirect,/destinations/bergen,200,(removed from sitemap: 308),redirect (shipped)
/bergen-7-day-itinerary,itinerary,bergen,,redirect,/destinations/bergen,200,(removed from sitemap: 308),redirect (shipped)
/first-time-in-bergen,themed-list,bergen,first-timer,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/is-bergen-worth-visiting,themed-list,bergen,worth-visiting,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/hidden-gems-in-bergen,themed-list,bergen,hidden-gems,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/most-instagrammable-places-in-bergen,themed-list,bergen,instagram,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/luxury-travel-in-bergen,themed-list,bergen,luxury,redirect,/luxury-hotels-in-bergen,200,(removed from sitemap: 308),redirect (shipped)
/how-many-days-in-bergen,themed-list,bergen,how-many-days,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/bergen-for-solo-female-travelers,themed-list,bergen,solo-female,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/bergen-bucket-list,themed-list,bergen,bucket-list,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/private-tours-in-bergen,themed-list,bergen,private-tours,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/walking-tours-in-bergen,themed-list,bergen,walking-tours,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/things-to-do-in-lake-bled,things-to-do,lake-bled,,redirect,/top-attractions-in-lake-bled,200,(removed from sitemap: 308),redirect (shipped)
/best-family-activities-in-lake-bled,themed-list,lake-bled,family,redirect,/family-hotels-in-lake-bled,200,(removed from sitemap: 308),redirect (shipped)
/best-food-tours-in-lake-bled,themed-list,lake-bled,food,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/day-trips-from-lake-bled,themed-list,lake-bled,day-trips,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/honeymoon-in-lake-bled,themed-list,lake-bled,honeymoon,redirect,/luxury-hotels-in-lake-bled,200,(removed from sitemap: 308),redirect (shipped)
/solo-travel-in-lake-bled,themed-list,lake-bled,solo-travel,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/girls-trip-in-lake-bled,themed-list,lake-bled,girls-trip,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/rainy-day-in-lake-bled,themed-list,lake-bled,rainy-day,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/night-in-lake-bled,themed-list,lake-bled,night,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/spring-in-lake-bled,themed-list,lake-bled,spring,redirect,/best-time-to-visit-lake-bled,200,(removed from sitemap: 308),redirect (shipped)
/summer-in-lake-bled,themed-list,lake-bled,summer,redirect,/best-time-to-visit-lake-bled,200,(removed from sitemap: 308),redirect (shipped)
/fall-in-lake-bled,themed-list,lake-bled,fall,redirect,/best-time-to-visit-lake-bled,200,(removed from sitemap: 308),redirect (shipped)
/winter-in-lake-bled,themed-list,lake-bled,winter,redirect,/best-time-to-visit-lake-bled,200,(removed from sitemap: 308),redirect (shipped)
/lake-bled-with-kids,themed-list,lake-bled,with-kids,redirect,/family-hotels-in-lake-bled,200,(removed from sitemap: 308),redirect (shipped)
/lake-bled-with-teens,themed-list,lake-bled,with-teens,redirect,/family-hotels-in-lake-bled,200,(removed from sitemap: 308),redirect (shipped)
/lake-bled-airport-guide,themed-list,lake-bled,airport-guide,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/lake-bled-budget-per-day,themed-list,lake-bled,budget-per-day,redirect,/cheap-hotels-in-lake-bled,200,(removed from sitemap: 308),redirect (shipped)
/bachelor-party-in-lake-bled,themed-list,lake-bled,bachelor-party,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/bachelorette-party-in-lake-bled,themed-list,lake-bled,bachelorette-party,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/weekend-in-lake-bled,weekend,lake-bled,,redirect,/destinations/lake-bled,200,(removed from sitemap: 308),redirect (shipped)
/lake-bled-2-day-itinerary,itinerary,lake-bled,,redirect,/destinations/lake-bled,200,(removed from sitemap: 308),redirect (shipped)
/lake-bled-3-day-itinerary,itinerary,lake-bled,,redirect,/destinations/lake-bled,200,(removed from sitemap: 308),redirect (shipped)
/lake-bled-4-day-itinerary,itinerary,lake-bled,,redirect,/destinations/lake-bled,200,(removed from sitemap: 308),redirect (shipped)
/lake-bled-5-day-itinerary,itinerary,lake-bled,,redirect,/destinations/lake-bled,200,(removed from sitemap: 308),redirect (shipped)
/lake-bled-7-day-itinerary,itinerary,lake-bled,,redirect,/destinations/lake-bled,200,(removed from sitemap: 308),redirect (shipped)
/first-time-in-lake-bled,themed-list,lake-bled,first-timer,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/is-lake-bled-worth-visiting,themed-list,lake-bled,worth-visiting,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/hidden-gems-in-lake-bled,themed-list,lake-bled,hidden-gems,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/most-instagrammable-places-in-lake-bled,themed-list,lake-bled,instagram,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/luxury-travel-in-lake-bled,themed-list,lake-bled,luxury,redirect,/luxury-hotels-in-lake-bled,200,(removed from sitemap: 308),redirect (shipped)
/how-many-days-in-lake-bled,themed-list,lake-bled,how-many-days,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/lake-bled-for-solo-female-travelers,themed-list,lake-bled,solo-female,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/lake-bled-bucket-list,themed-list,lake-bled,bucket-list,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/private-tours-in-lake-bled,themed-list,lake-bled,private-tours,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/walking-tours-in-lake-bled,themed-list,lake-bled,walking-tours,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/things-to-do-in-hamburg,things-to-do,hamburg,,redirect,/top-attractions-in-hamburg,200,(removed from sitemap: 308),redirect (shipped)
/best-family-activities-in-hamburg,themed-list,hamburg,family,redirect,/family-hotels-in-hamburg,200,(removed from sitemap: 308),redirect (shipped)
/best-food-tours-in-hamburg,themed-list,hamburg,food,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/day-trips-from-hamburg,themed-list,hamburg,day-trips,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/honeymoon-in-hamburg,themed-list,hamburg,honeymoon,redirect,/luxury-hotels-in-hamburg,200,(removed from sitemap: 308),redirect (shipped)
/solo-travel-in-hamburg,themed-list,hamburg,solo-travel,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/girls-trip-in-hamburg,themed-list,hamburg,girls-trip,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/rainy-day-in-hamburg,themed-list,hamburg,rainy-day,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/night-in-hamburg,themed-list,hamburg,night,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/spring-in-hamburg,themed-list,hamburg,spring,redirect,/best-time-to-visit-hamburg,200,(removed from sitemap: 308),redirect (shipped)
/summer-in-hamburg,themed-list,hamburg,summer,redirect,/best-time-to-visit-hamburg,200,(removed from sitemap: 308),redirect (shipped)
/fall-in-hamburg,themed-list,hamburg,fall,redirect,/best-time-to-visit-hamburg,200,(removed from sitemap: 308),redirect (shipped)
/winter-in-hamburg,themed-list,hamburg,winter,redirect,/best-time-to-visit-hamburg,200,(removed from sitemap: 308),redirect (shipped)
/hamburg-with-kids,themed-list,hamburg,with-kids,redirect,/family-hotels-in-hamburg,200,(removed from sitemap: 308),redirect (shipped)
/hamburg-with-teens,themed-list,hamburg,with-teens,redirect,/family-hotels-in-hamburg,200,(removed from sitemap: 308),redirect (shipped)
/hamburg-airport-guide,themed-list,hamburg,airport-guide,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/hamburg-budget-per-day,themed-list,hamburg,budget-per-day,redirect,/cheap-hotels-in-hamburg,200,(removed from sitemap: 308),redirect (shipped)
/bachelor-party-in-hamburg,themed-list,hamburg,bachelor-party,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/bachelorette-party-in-hamburg,themed-list,hamburg,bachelorette-party,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/weekend-in-hamburg,weekend,hamburg,,redirect,/destinations/hamburg,200,(removed from sitemap: 308),redirect (shipped)
/hamburg-2-day-itinerary,itinerary,hamburg,,redirect,/destinations/hamburg,200,(removed from sitemap: 308),redirect (shipped)
/hamburg-3-day-itinerary,itinerary,hamburg,,redirect,/destinations/hamburg,200,(removed from sitemap: 308),redirect (shipped)
/hamburg-4-day-itinerary,itinerary,hamburg,,redirect,/destinations/hamburg,200,(removed from sitemap: 308),redirect (shipped)
/hamburg-5-day-itinerary,itinerary,hamburg,,redirect,/destinations/hamburg,200,(removed from sitemap: 308),redirect (shipped)
/hamburg-7-day-itinerary,itinerary,hamburg,,redirect,/destinations/hamburg,200,(removed from sitemap: 308),redirect (shipped)
/first-time-in-hamburg,themed-list,hamburg,first-timer,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/is-hamburg-worth-visiting,themed-list,hamburg,worth-visiting,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/hidden-gems-in-hamburg,themed-list,hamburg,hidden-gems,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/most-instagrammable-places-in-hamburg,themed-list,hamburg,instagram,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/luxury-travel-in-hamburg,themed-list,hamburg,luxury,redirect,/luxury-hotels-in-hamburg,200,(removed from sitemap: 308),redirect (shipped)
/how-many-days-in-hamburg,themed-list,hamburg,how-many-days,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/hamburg-for-solo-female-travelers,themed-list,hamburg,solo-female,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/hamburg-bucket-list,themed-list,hamburg,bucket-list,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/private-tours-in-hamburg,themed-list,hamburg,private-tours,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/walking-tours-in-hamburg,themed-list,hamburg,walking-tours,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/things-to-do-in-cologne,things-to-do,cologne,,redirect,/top-attractions-in-cologne,200,(removed from sitemap: 308),redirect (shipped)
/best-family-activities-in-cologne,themed-list,cologne,family,redirect,/family-hotels-in-cologne,200,(removed from sitemap: 308),redirect (shipped)
/best-food-tours-in-cologne,themed-list,cologne,food,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/day-trips-from-cologne,themed-list,cologne,day-trips,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/honeymoon-in-cologne,themed-list,cologne,honeymoon,redirect,/luxury-hotels-in-cologne,200,(removed from sitemap: 308),redirect (shipped)
/solo-travel-in-cologne,themed-list,cologne,solo-travel,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/girls-trip-in-cologne,themed-list,cologne,girls-trip,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/rainy-day-in-cologne,themed-list,cologne,rainy-day,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/night-in-cologne,themed-list,cologne,night,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/spring-in-cologne,themed-list,cologne,spring,redirect,/best-time-to-visit-cologne,200,(removed from sitemap: 308),redirect (shipped)
/summer-in-cologne,themed-list,cologne,summer,redirect,/best-time-to-visit-cologne,200,(removed from sitemap: 308),redirect (shipped)
/fall-in-cologne,themed-list,cologne,fall,redirect,/best-time-to-visit-cologne,200,(removed from sitemap: 308),redirect (shipped)
/winter-in-cologne,themed-list,cologne,winter,redirect,/best-time-to-visit-cologne,200,(removed from sitemap: 308),redirect (shipped)
/cologne-with-kids,themed-list,cologne,with-kids,redirect,/family-hotels-in-cologne,200,(removed from sitemap: 308),redirect (shipped)
/cologne-with-teens,themed-list,cologne,with-teens,redirect,/family-hotels-in-cologne,200,(removed from sitemap: 308),redirect (shipped)
/cologne-airport-guide,themed-list,cologne,airport-guide,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/cologne-budget-per-day,themed-list,cologne,budget-per-day,redirect,/cheap-hotels-in-cologne,200,(removed from sitemap: 308),redirect (shipped)
/bachelor-party-in-cologne,themed-list,cologne,bachelor-party,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/bachelorette-party-in-cologne,themed-list,cologne,bachelorette-party,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/weekend-in-cologne,weekend,cologne,,redirect,/destinations/cologne,200,(removed from sitemap: 308),redirect (shipped)
/cologne-2-day-itinerary,itinerary,cologne,,redirect,/destinations/cologne,200,(removed from sitemap: 308),redirect (shipped)
/cologne-3-day-itinerary,itinerary,cologne,,redirect,/destinations/cologne,200,(removed from sitemap: 308),redirect (shipped)
/cologne-4-day-itinerary,itinerary,cologne,,redirect,/destinations/cologne,200,(removed from sitemap: 308),redirect (shipped)
/cologne-5-day-itinerary,itinerary,cologne,,redirect,/destinations/cologne,200,(removed from sitemap: 308),redirect (shipped)
/cologne-7-day-itinerary,itinerary,cologne,,redirect,/destinations/cologne,200,(removed from sitemap: 308),redirect (shipped)
/first-time-in-cologne,themed-list,cologne,first-timer,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/is-cologne-worth-visiting,themed-list,cologne,worth-visiting,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/hidden-gems-in-cologne,themed-list,cologne,hidden-gems,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/most-instagrammable-places-in-cologne,themed-list,cologne,instagram,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/luxury-travel-in-cologne,themed-list,cologne,luxury,redirect,/luxury-hotels-in-cologne,200,(removed from sitemap: 308),redirect (shipped)
/how-many-days-in-cologne,themed-list,cologne,how-many-days,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/cologne-for-solo-female-travelers,themed-list,cologne,solo-female,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/cologne-bucket-list,themed-list,cologne,bucket-list,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/private-tours-in-cologne,themed-list,cologne,private-tours,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/walking-tours-in-cologne,themed-list,cologne,walking-tours,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/things-to-do-in-tallinn,things-to-do,tallinn,,redirect,/top-attractions-in-tallinn,200,(removed from sitemap: 308),redirect (shipped)
/best-family-activities-in-tallinn,themed-list,tallinn,family,redirect,/family-hotels-in-tallinn,200,(removed from sitemap: 308),redirect (shipped)
/best-food-tours-in-tallinn,themed-list,tallinn,food,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/day-trips-from-tallinn,themed-list,tallinn,day-trips,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
